date,open,high,low,ttf,volume,eur/usd,jkm,tfu,ttf-ret,jkm-ttf,jkm-ret,tfu-ret,jkm-ttf-ret,ttf-tfu-ret,month,quarter,year
2016-02-03,4.132538487510001,4.246427343465001,4.116268650945001,4.205427355321201,2880.0,1.1103,5.305,,0.028591446074763383,1.0995726446787986,0.014340344168259911,,-0.014251101906503472,,2,1,2016
2016-02-04,4.195506257215,4.195506257215,4.039508959980001,4.074320988415601,1335.0,1.1206,5.38,,-0.03117551578669142,1.3056790115843988,0.01413760603204528,,0.0453131218187367,,2,1,2016
2016-02-05,4.02148509348,4.037832593859999,3.9887900927199995,4.0123304932672,3585.0,1.1156,5.38,,-0.015214926689540942,1.3676695067328,0.0,,0.015214926689540942,,2,1,2016
2016-02-08,4.068353007800001,4.068353007800001,3.9945320862875002,4.015858130280001,6820.0,1.1195,5.38,,0.0008791990138201644,1.3641418697199992,0.0,,-0.0008791990138201644,,2,1,2016
2016-02-09,4.0784221946825,4.13633082625,3.9708775932,4.0224990019116005,4390.0,1.1291,5.38,,0.00165366191139249,1.3575009980883994,0.0,,-0.00165366191139249,,2,1,2016
2016-02-10,3.9387436768695,3.9949878116925004,3.9370894376100005,3.9638881136139004,7110.0,1.1289,5.38,,-0.014570765156149634,1.4161118863860995,0.0,,0.014570765156149634,,2,1,2016
2016-02-11,3.9648388652450004,3.9648388652450004,3.916729941775501,3.934646368446901,5475.0,1.1321,5.38,,-0.007377035962889411,1.445353631553099,0.0,,0.007377035962889411,,2,1,2016
2016-02-12,3.94277501501,4.000514398075,3.9345265317150004,3.9863270068076004,2050.0,1.1258,5.38,,0.013134760667474987,1.3936729931923995,0.0,,-0.013134760667474987,,2,1,2016
2016-02-15,3.9386881399150004,3.95503124423,3.8814872748125,3.9109048625795,5270.0,1.1153,5.38,,-0.018920210032769225,1.4690951374204997,0.0,,0.018920210032769225,,2,1,2016
2016-02-16,3.9360828852605008,3.9507758533100006,3.812008932842501,3.828660963298601,3760.0,1.1141,4.7,,-0.021029378665747944,0.8713390367013991,-0.12639405204460963,,-0.10536467337886168,,2,1,2016
2016-02-17,3.7827611797200005,3.8903742132810004,3.7746086771775,3.8760258088062,4215.0,1.1127,4.7,,0.01237112556103459,0.8239741911938001,0.0,,-0.01237112556103459,,2,1,2016
2016-02-18,3.921030612165001,3.9779750401425007,3.8640861841875007,3.9499909212507007,3909.0,1.1103,4.655,,0.01908271928335825,0.7050090787492995,-0.009574468085106314,,-0.028657187368464565,,2,1,2016
2016-02-19,3.8904911486100007,3.9557404760500003,3.8904911486100007,3.913328413214,3595.0,1.1132,4.655,,-0.009281668937378806,0.7416715867860004,0.0,,0.009281668937378806,,2,1,2016
2016-02-22,3.9423090321200003,4.032788255808001,3.9261520278900006,4.000797387432601,6088.0,1.1026,4.575,,0.0223515547336246,0.5742026125673991,-0.017185821697099923,,-0.039537376430724525,,2,1,2016
2016-02-23,4.00366637668,4.029496482336,3.9633068365925,3.9742846314962996,9425.0,1.1017,4.535,,-0.006626867938772429,0.5607153685037005,-0.008743169398907069,,-0.0021163014601346397,,2,1,2016
2016-02-24,3.9208108089150002,3.9256513160865,3.8804732491525002,3.8888634615831004,12994.0,1.1011,4.465,,-0.021493470607574117,0.5761365384168995,-0.015435501653803807,,0.00605796895377031,,2,1,2016
2016-02-25,3.883997427927501,3.9001471053825005,3.8436232342900007,3.8449152084864004,9185.0,1.1021,4.465,,-0.01130105325909525,0.6200847915135994,0.0,,0.01130105325909525,,2,1,2016
2016-02-26,3.87630651221,3.9083421032200003,3.8602887167050004,3.8968092904564005,9570.0,1.0931,4.435,,0.013496807902411145,0.5381907095435992,-0.006718924972004547,,-0.020215732874415693,,2,1,2016
2016-02-29,3.845471633087,3.8948542431225,3.8231698092,3.8846591236313,625.0,1.0871,4.435,,-0.0031179783046754173,0.5503408763686997,0.0,,0.0031179783046754173,,2,1,2016
2016-03-01,3.89234628804,3.9003060964000005,3.8684668629600005,3.8754714943168005,1440.0,1.0864,4.405,,-0.0023651056687596927,0.5295285056831998,-0.006764374295377573,,-0.00439926862661788,,3,1,2016
2016-03-02,3.9169466677800004,3.9169466677800004,3.8691790254900003,3.8895598862004004,900.0,1.0866,4.405,,0.003635271709328647,0.5154401137995999,0.0,,-0.003635271709328647,,3,1,2016
2016-03-03,3.8607378480125,3.8767908120374996,3.83986899478,3.8642695000979996,1470.0,1.0955,4.405,,-0.006502120250706844,0.5407304999020006,0.0,,0.006502120250706844,,3,1,2016
2016-03-04,3.8366481444900007,3.8430962926320005,3.8124675889575004,3.8211725889492008,1775.0,1.1001,4.39,,-0.01115266705588358,0.5688274110507989,-0.0034052213393871433,,0.007747445716496437,,3,1,2016
2016-03-07,3.81627970999,3.83241619925,3.7920749761,3.81627970999,2600.0,1.1012,4.39,,-0.0012804653140637834,0.5737202900099998,0.0,,0.0012804653140637834,,3,1,2016
2016-03-08,3.8087872033395005,3.9039665531900005,3.7942683194640003,3.8529891386938004,2740.0,1.1009,4.4,,0.00961916617581915,0.5470108613061999,0.002277904328018332,,-0.007341261847800817,,3,1,2016
2016-03-09,3.8626477917194997,3.9077684167375,3.8433103809975,3.8913316176237998,5940.0,1.0997,4.425,,0.009951359204453336,0.5336683823762001,0.005681818181818121,,-0.004269541022635215,,3,1,2016
2016-03-10,3.945172921932,3.9468106026800003,3.8731149690199995,3.8901468487992,4880.0,1.1176,4.445,,-0.0003044635978167731,0.5548531512008004,0.004519774011299438,,0.004824237609116211,,3,1,2016
2016-03-11,3.857569017825,3.9376286882500002,3.857569017825,3.92128998,3785.0,1.115,4.46,,0.008005644108374232,0.5387100199999999,0.003374578177727683,,-0.00463106593064655,,3,1,2016
2016-03-14,3.921383762720001,3.921383762720001,3.8888411588800005,3.9116209815680008,1215.0,1.1104,4.46,,-0.002465769805679918,0.5483790184319992,0.0,,0.002465769805679918,,3,1,2016
2016-03-15,3.8739648749200004,3.9227963649400004,3.8739648749200004,3.9208431053392,5570.0,1.1108,4.46,,0.0023576220228531675,0.5391568946607999,0.0,,-0.0023576220228531675,,3,1,2016
2016-03-16,3.963055528210001,3.963055528210001,3.921944993685001,3.9449668930190005,2255.0,1.1222,4.4,,0.006152704158692179,0.45503310698099986,-0.013452914798206206,,-0.019605618956898385,,3,1,2016
2016-03-17,3.930271140795,4.009871568963,3.930271140795,3.9985948416392,1255.0,1.1317,4.4,,0.013594017408637527,0.4014051583608005,0.0,,-0.013594017408637527,,3,1,2016
2016-03-18,3.9624371484000007,4.003712535362501,3.9541820710075006,4.002391722979701,5645.0,1.1267,4.4,,0.0009495539035269118,0.3976082770202991,0.0,,-0.0009495539035269118,,3,1,2016
2016-03-21,3.9048295007495,3.9361208379549995,3.8949480258424996,3.9285450405263,6035.0,1.1239,4.315,,-0.01845063840938188,0.38645495947370057,-0.01931818181818179,,-0.000867543408799909,,3,1,2016
2016-03-22,3.919149096345001,3.9273653418300003,3.9060031035690006,3.9178344970674,3720.0,1.1214,4.315,,-0.0027263384658725576,0.3971655029326002,0.0,,0.0027263384658725576,,3,1,2016
2016-03-23,3.900121461670001,3.929618178607001,3.8984827551735006,3.919130457029401,3435.0,1.1183,4.315,,0.00033078476463743733,0.3958695429705994,0.0,,-0.00033078476463743733,,3,1,2016
2016-03-24,3.9048201224775005,3.9523001155810005,3.9048201224775005,3.9431315651886005,5440.0,1.1173,4.315,,0.006124090132327842,0.37186843481139986,0.0,,-0.006124090132327842,,3,1,2016
2016-03-28,,,,3.984731528283601,,,4.315,,0.010549981000446351,0.3302684717163995,0.0,,-0.010549981000446351,,3,1,2016
2016-03-29,3.9619030265025006,3.9949878116925004,3.9585945479835005,3.984731528283601,14562.0,1.1289,4.315,,0.0,0.3302684717163995,0.0,,0.0,,3,1,2016
2016-03-30,4.019925955760001,4.019925955760001,3.999992438624,4.0109558730488,8390.0,1.1336,4.315,,0.006581207436199721,0.3040441269512,0.0,,-0.006581207436199721,,3,1,2016
2016-03-31,3.963126744463,3.98480139641,3.959792182625,3.9804664660206,2085.0,1.1378,4.285,,-0.00760153140379094,0.3045335339794,-0.006952491309385911,,0.000649040094405029,,3,1,2016
2016-04-01,3.9375495590800007,3.9458918250950004,3.855795352133,3.8838253659434003,2500.0,1.1386,4.285,,-0.024278837895553296,0.4011746340565998,0.0,,0.024278837895553296,,4,2,2016
2016-04-04,3.8387904935000003,3.8387904935000003,3.7636837229750006,3.797064509875,1275.0,1.139,4.265,,-0.0223390209120089,0.46793549012499946,-0.004667444574095736,,0.017671576337913164,,4,2,2016
2016-04-05,3.719343546030001,3.786058228470001,3.719343546030001,3.748364432891401,1435.0,1.1382,4.265,,-0.012825717566015915,0.5166355671085987,0.0,,0.012825717566015915,,4,2,2016
2016-04-06,3.777687241497,3.80774841318,3.777687241497,3.80774841318,1125.0,1.1397,4.255,,0.015842637862933717,0.44725158681999977,-0.0023446658851112856,,-0.018187303748045003,,4,2,2016
2016-04-07,3.750392953125,3.7670613662500005,3.70038771375,3.717056126875,1035.0,1.1375,4.255,,-0.023817825251027824,0.5379438731249997,0.0,,0.023817825251027824,,4,2,2016
2016-04-08,3.7248987068350004,3.7499540793025004,3.7248987068350004,3.7502881509354005,570.0,1.1399,4.255,,0.00894041492140163,0.5047118490645994,0.0,,-0.00894041492140163,,4,2,2016
2016-04-11,3.7188292064250006,3.7606138042500006,3.7121436707730004,3.7398886437288006,1510.0,1.1406,4.255,,-0.0027729888446054174,0.5151113562711993,0.0,,0.0027729888446054174,,4,2,2016
2016-04-12,3.7600329375280004,3.770041898320001,3.746687656472001,3.7566966172640006,1020.0,1.1384,4.255,,0.004494244384357415,0.4983033827359993,0.0,,-0.004494244384357415,,4,2,2016
2016-04-13,3.7329508325600007,3.7412095733400004,3.7164333510000005,3.7402185244464,1475.0,1.1272,4.255,,-0.004386325140517067,0.5147814755535998,0.0,,0.004386325140517067,,4,2,2016
2016-04-14,3.707851645978,3.7227094664650004,3.6979464323199998,3.7062007770350003,2635.0,1.1266,4.255,,-0.009095122969167924,0.5487992229649996,0.0,,0.009095122969167924,,4,2,2016
2016-04-15,3.7025417856,3.70915346736,3.6860125812,3.70584762648,1375.0,1.128,4.255,,-9.52864068207715e-05,0.5491523735199997,0.0,,9.52864068207715e-05,,4,2,2016
2016-04-18,3.67989325872,3.78763788116,3.67989325872,3.7604530841136,4265.0,1.1312,4.0,,0.014734944103858671,0.23954691588639987,-0.059929494712103404,,-0.07466443881596208,,4,2,2016
2016-04-19,3.79405027464,3.888901531506,3.78572998895,3.8815796800988,4820.0,1.1356,4.0,,0.032210638791615454,0.11842031990120017,0.0,,-0.032210638791615454,,4,2,2016
2016-04-20,3.8315992638375,3.9474575569125006,3.8233236714750003,3.9057485714055002,4450.0,1.1295,4.045,,0.006226560652771385,0.13925142859449968,0.011249999999999982,,0.005023439347228598,,4,2,2016
2016-04-21,3.9691191672000006,4.192382120355001,3.9608501689350004,4.1344991325,7587.0,1.1286,4.295,,0.058567661720268616,0.1605008674999997,0.06180469715698389,,0.0032370354367152743,,4,2,2016
2016-04-22,4.0975282258500005,4.311455402300001,4.0399324475750005,4.304873027640001,5110.0,1.123,4.295,,0.041207868155236804,-0.009873027640001197,0.0,,-0.041207868155236804,,4,2,2016
2016-04-25,4.175586221345001,4.330726578976001,4.159081927980001,4.2808836130137005,5611.0,1.1263,4.41,,-0.005572618396006868,0.12911638698629968,0.02677532013969741,,0.03234793853570428,,4,2,2016
2016-04-26,4.263062053425,4.660395992384999,4.263062053425,4.628940388884,6002.0,1.1298,4.475,,0.08130489107721162,-0.15394038888400008,0.01473922902494329,,-0.06656566205226833,,4,2,2016
2016-04-27,4.528074435885,4.74369702807,4.528074435885,4.637544367302,8596.0,1.1319,4.54,,0.0018587360594795044,-0.09754436730199956,0.01452513966480451,,0.012666403605325005,,4,2,2016
2016-04-28,4.624042000190001,4.624042000190001,4.19157764046,4.2058822308203005,9076.0,1.1351,4.57,,-0.09307989364484048,0.36411776917969974,0.006607929515418665,,0.09968782316025915,,4,2,2016
2016-04-29,4.279964923350001,4.34710162803,4.21282821867,4.2896997455286,3495.0,1.1454,4.57,,0.01992864043935727,0.28030025447139995,0.0,,-0.01992864043935727,,4,2,2016
2016-05-02,4.172837215365,4.172837215365,4.139049059775,4.147496098672501,270.0,1.1529,4.57,,-0.033150023379684423,0.4225039013274996,0.0,,0.033150023379684423,,5,2,2016
2016-05-03,4.1015762690375,4.126842652625,4.076309885450001,4.092480370946,3111.0,1.1495,4.52,,-0.013264805178263894,0.4275196290539993,-0.010940919037199293,,0.0023238861410646017,,5,2,2016
2016-05-04,4.072763726350001,4.21413238462,4.072763726350001,4.182156140487501,4005.0,1.1485,4.5,,0.021912327345084304,0.31784385951249927,-0.004424778761061843,,-0.026337106106146146,,5,2,2016
2016-05-05,4.313085463202,4.461812548140001,4.25292619289,4.289355973245601,2095.0,1.1404,4.5,,0.02563267108090428,0.21064402675439897,0.0,,-0.02563267108090428,,5,2,2016
2016-05-06,4.26053431605,4.344074204600001,4.26053431605,4.302304260325,5019.0,1.1402,4.47,,0.003018701912399502,0.16769573967499962,-0.00666666666666671,,-0.009685368579066211,,5,2,2016
2016-05-09,4.3360733663,4.519522624105,4.3277347636725,4.3770992912272995,2400.0,1.1381,4.455,,0.017384877120859343,0.07790070877270061,-0.003355704697986517,,-0.02074058181884586,,5,2,2016
2016-05-10,4.23117153256,4.356107699860001,4.222842454740001,4.304134254263201,4680.0,1.1368,4.455,,-0.016669723967728367,0.150865745736799,0.0,,0.016669723967728367,,5,2,2016
2016-05-11,4.352837027500001,4.411432910562501,4.327724506187501,4.3565201972925,3259.0,1.1425,4.455,,0.012171075513597529,0.09847980270749979,0.0,,-0.012171075513597529,,5,2,2016
2016-05-12,4.4671347175000005,4.483803130625,4.283782173125,4.305117741925,6410.0,1.1375,4.46,,-0.011798970976754863,0.15488225807500022,0.0011223344556676729,,0.012921305432422536,,5,2,2016
2016-05-13,4.265703355812501,4.315400870637501,4.2491375175375,4.2587457037370005,3665.0,1.1305,4.46,,-0.010771375132533345,0.2012542962629995,0.0,,0.010771375132533345,,5,2,2016
2016-05-16,4.26156299526,4.36105473834,4.26156299526,4.3424829462984,1390.0,1.1316,4.475,,0.019662419028194433,0.1325170537015996,0.0033632286995515237,,-0.01629919032864291,,5,2,2016
2016-05-17,4.40885168773,4.40885168773,4.3342658509075,4.3571388408664005,5850.0,1.1311,4.475,,0.0033750033677146796,0.11786115913359918,0.0,,-0.0033750033677146796,,5,2,2016
2016-05-18,4.292549392090001,4.3303474916375,4.2728286445000006,4.304381840644,2830.0,1.1215,4.61,,-0.012108175146401834,0.30561815935600034,0.030167597765363263,,0.0422757729117651,,5,2,2016
2016-05-19,4.25146083789,4.276083197955001,4.23504593118,4.2517891360242,2885.0,1.1202,4.61,,-0.012218410579469152,0.35821086397579993,0.0,,0.012218410579469152,,5,2,2016
2016-05-20,4.308384018220001,4.308384018220001,4.283717697505001,4.284704350333601,1341.0,1.1222,4.61,,0.007741497345322035,0.32529564966639946,0.0,,-0.007741497345322035,,5,2,2016
2016-05-23,4.21568566092,4.2502000464480005,4.21568566092,4.2462555452448,1800.0,1.1216,4.61,,-0.008973502474168837,0.36374445475520023,0.0,,0.008973502474168837,,5,2,2016
2016-05-24,4.240989411060001,4.252416249350001,4.211606112600001,4.243927740906002,4830.0,1.114,4.61,,-0.0005482016600261153,0.36607225909399865,0.0,,0.0005482016600261153,,5,2,2016
2016-05-25,4.28189333053,4.37995195642,4.28189333053,4.3459582994448,2820.0,1.1153,4.61,,0.02404153999969294,0.26404170055520026,0.0,,-0.02404153999969294,,5,2,2016
2016-05-26,4.41166810004,4.510069619,4.403467973460001,4.4234762823152005,3145.0,1.1192,4.66,,0.017836798590613157,0.23652371768479963,0.010845986984815648,,-0.006990811605797509,,5,2,2016
2016-05-27,4.389064999165001,4.543781576130001,4.389064999165001,4.500460934579801,7174.0,1.1114,4.66,,0.017403654354919862,0.15953906542019958,0.0,,-0.017403654354919862,,5,2,2016
2016-05-30,,,,4.542982664584001,,1.1144,4.66,,0.009448305545211921,0.11701733541599957,0.0,,-0.009448305545211921,,5,2,2016
2016-05-31,4.5906839262925,4.634715352939001,4.5906839262925,4.6438477969842,1005.0,1.1129,4.71,,0.022202403101055035,0.06615220301580038,0.010729613733905463,,-0.011472789367149572,,5,2,2016
2016-06-01,4.658036770835001,4.658036770835001,4.572808793325001,4.613128182685501,1365.0,1.1185,4.69,,-0.006615120831188426,0.07687181731449932,-0.004246284501061459,,0.0023688363301269666,,6,2,2016
2016-06-02,4.67245146797,4.73780043955,4.67245146797,4.702838739754701,995.0,1.1149,4.755,,0.019446794781448062,0.05216126024529899,0.013859275053304865,,-0.005587519728143198,,6,2,2016
2016-06-03,4.7962827576,4.804609637387501,4.704687079937501,4.752316832322001,1940.0,1.1365,4.755,,0.010520899249435223,0.00268316767799881,0.0,,-0.010520899249435223,,6,2,2016
2016-06-06,4.7654245793325005,4.825304259910501,4.7654245793325005,4.822310275881601,1975.0,1.1351,4.77,,0.0147282780229534,-0.05231027588160142,0.003154574132492094,,-0.011573703890461307,,6,2,2016
2016-06-07,4.77584398606,4.89232798572,4.77584398606,4.865703071512,3955.0,1.1356,4.8,,0.008998341696805356,-0.06570307151199994,0.0062893081761006275,,-0.002709033520704729,,6,2,2016
2016-06-08,4.834386676736,4.90783730304,4.79098403392,4.80767735808,2803.0,1.1392,4.8,,-0.01192545302892234,-0.007677358080000474,0.0,,0.01192545302892234,,6,2,2016
2016-06-09,4.75818059689,4.75818059689,4.666995951304999,4.7061224537742,1995.0,1.1314,4.8,,-0.02112348577949441,0.09387754622579969,0.0,,0.02112348577949441,,6,2,2016
2016-06-10,4.6401836181925,4.6401836181925,4.5907322830075,4.6111721682173,2435.0,1.1249,4.82,,-0.020175906277311584,0.20882783178269992,0.004166666666666874,,0.024342572943978458,,6,2,2016
2016-06-13,4.549560936250001,4.599192510100001,4.508201291375,4.5826486521500005,4035.0,1.129,4.835,,-0.006185740854331878,0.25235134784999946,0.003112033195020736,,0.009297774049352614,,6,2,2016
2016-06-14,4.458238547295,4.655287764855001,4.458238547295,4.604383383652,1180.0,1.1206,4.835,,0.004742831744651177,0.23061661634799968,0.0,,-0.004742831744651177,,6,2,2016
2016-06-15,4.734208854445,4.800190859385,4.6187403458,4.68472235074,6440.0,1.1257,4.835,,0.017448366131553206,0.15027764925999954,0.0,,-0.017448366131553206,,6,2,2016
2016-06-16,4.539007449540001,4.6952414016075,4.539007449540001,4.662678956860801,3545.0,1.1223,5.05,,-0.00470537893792522,0.3873210431391989,0.04446742502585321,,0.04917280396377843,,6,2,2016
2016-06-17,4.716577703085,4.807439970570001,4.716577703085,4.7968669067172005,4120.0,1.1274,5.05,,0.028779152735564528,0.2531330932827993,0.0,,-0.028779152735564528,,6,2,2016
2016-06-20,4.8725105247,5.046528757725,4.8725105247,5.019680230344001,1485.0,1.131,5.095,,0.04644976147134461,0.07531976965599885,0.008910891089108919,,-0.03753887038223569,,6,2,2016
2016-06-21,5.007059420800001,5.007059420800001,4.858824109000001,4.9029652907360015,4521.0,1.124,5.265,,-0.02325146906818021,0.36203470926399817,0.03336604514229635,,0.05661751421047656,,6,2,2016
2016-06-22,5.0315601564,5.1143160800250005,5.0315601564,5.05142157807,6981.0,1.1295,5.265,,0.030278877889366784,0.21357842192999943,0.0,,-0.030278877889366784,,6,2,2016
2016-06-23,5.105018402550001,5.138384535900001,5.0533008958575,5.061976090528501,3340.0,1.1385,5.305,,0.002089414295635361,0.243023909471499,0.007597340930674212,,0.005507926635038851,,6,2,2016
2016-06-24,4.804789143375,4.9595196412125,4.739639460075001,4.853651405850001,3685.0,1.1115,5.305,,-0.04115481403957988,0.45134859414999884,0.0,,0.04115481403957988,,6,2,2016
2016-06-27,4.699982557710001,4.724209271925001,4.595000129445,4.619872889372401,8825.0,1.1022,5.24,,-0.04816549375503809,0.6201271106275996,-0.012252591894439169,,0.03591290186059892,,6,2,2016
2016-06-28,4.6129265498375,4.637247779450001,4.588605320225001,4.5895781694095,5591.0,1.1065,5.24,,-0.006557479109996933,0.6504218305905001,0.0,,0.006557479109996933,,6,2,2016
2016-06-29,4.677854231855,4.702302947352501,4.661555088190001,4.703280895972401,9280.0,1.1123,5.24,,0.024774112645199686,0.5367191040275996,0.0,,-0.024774112645199686,,6,2,2016
2016-06-30,4.743084509680001,4.743084509680001,4.621049745280001,4.677999302000001,3505.0,1.1104,5.215,,-0.005375310242271447,0.537000697999999,-0.004770992366412319,,0.0006043178758591283,,6,2,2016
2016-07-01,4.6551624770024995,4.6992176424,4.6421090946625,4.660057495379999,1729.0,1.1135,5.215,,-0.0038353589775720343,0.5549425046200005,0.0,,0.0038353589775720343,,7,3,2016
2016-07-04,4.70723606496,4.780786628475,4.70723606496,4.7526739686426,1189.0,1.1154,5.215,,0.01987453445680032,0.46232603135740025,0.0,,-0.01987453445680032,,7,3,2016
2016-07-05,4.6495530980624995,4.6641590240249995,4.592752274875,4.6219641268,2670.0,1.1075,5.195,,-0.02750237923009291,0.5730358732000003,-0.003835091083413178,,0.023667288146679732,,7,3,2016
2016-07-06,4.570177015745001,4.618968941180001,4.562045028172501,4.606608320069801,8039.0,1.1099,5.195,,-0.003322355238795427,0.5883916799301989,0.0,,0.003322355238795427,,7,3,2016
2016-07-07,4.6509385912150005,4.693072529672001,4.634733230270001,4.662930558314301,6907.0,1.1059,5.195,,0.012226400494940615,0.5320694416856995,0.0,,-0.012226400494940615,,7,3,2016
2016-07-08,4.5670191757200005,4.62370203783,4.5670191757200005,4.5790035522804,2029.0,1.1052,5.225,,-0.017998768153270728,0.6459964477195994,0.005774783445620768,,0.023773551598891496,,7,3,2016
2016-07-11,4.568672096159999,4.581632868064,4.55247113128,4.5732083663264,634.0,1.1056,5.245,,-0.0012655997943296082,0.6717916336736005,0.003827751196172402,,0.00509335099050201,,7,3,2016
2016-07-12,4.585287756505,4.650097477445001,4.585287756505,4.6348671930241006,3374.0,1.1057,5.255,,0.013482619150203101,0.6201328069758993,0.0019065776930409228,,-0.011576041457162178,,7,3,2016
2016-07-13,4.630639028400001,4.671258669000001,4.61439117216,4.62251510028,8429.0,1.1088,5.265,,-0.0026650370398295653,0.6424848997199994,0.0019029495718363432,,0.0045679866116659085,,7,3,2016
2016-07-14,4.649684540406,4.7001891727650005,4.649684540406,4.6617404849046,11139.0,1.1118,5.275,,0.008485723415424529,0.6132595150954003,0.0018993352326686086,,-0.00658638818275592,,7,3,2016
2016-07-15,4.591918487879999,4.658210268866999,4.567665397275,4.5980626041666,5943.0,1.1034,5.275,,-0.01365967945753277,0.6769373958334004,0.0,,0.01365967945753277,,7,3,2016
2016-07-18,4.6154279108225,4.688431164244999,4.6154279108225,4.6361932806849,949.0,1.1071,5.65,,0.008292770194939791,1.0138067193151006,0.07109004739336489,,0.0627972771984251,,7,3,2016
2016-07-19,4.6349574295850005,4.659181945767501,4.618807752130001,4.655306023178301,2553.0,1.1021,5.745,,0.004122507698940625,1.0896939768216996,0.016814159292035447,,0.012691651593094821,,7,3,2016
2016-07-20,4.663868883735,4.7526276341175,4.6557999064275,4.7519821159329005,4224.0,1.1013,5.79,,0.020766860926705988,1.0380178840670995,0.007832898172323688,,-0.0129339627543823,,7,3,2016
